Condigo da Loja;Função DRE;Resultado DRE
05100209;Provisão/Perda;-577,34
05100209;PPR;-155,60
05100209;IR/CSLL;-372,80
05100210;Receitas;8569,45
05100210;Impostos;-607,90
05100210;Custo;-7668,57
05100210;Despesa;-805,66
05100210;Resultado Financeiro;318,08
05100210;Provisão/Perda;-513,21
05100210;PPR;-154,93
05100210;IR/CSLL;0,00
05100211;Receitas;2047,73
05100211;Impostos;-145,26
05100211;Custo;-5896,24
05100211;Despesa;-543,81
05100211;Resultado Financeiro;214,73
05100211;Provisão/Perda;-2020,63
05100211;PPR;-127,98
05100211;IR/CSLL;0,00
05100215;Receitas;7231,35
05100215;Impostos;-512,98
05100215;Custo;-4100,01
05100215;Despesa;-956,21
05100215;Resultado Financeiro;377,58
05100215;Provisão/Perda;-582,08
05100215;PPR;-163,75
05100215;IR/CSLL;-358,87
05100218;Receitas;4530,96
05100218;Impostos;-321,42
05100218;Custo;-2353,94
05100218;Despesa;-798,01
05100218;Resultado Financeiro;315,13
05100218;Provisão/Perda;-508,73
05100218;PPR;-134,06
05100218;IR/CSLL;-202,45
05100226;Receitas;7362,36
05100226;Impostos;-522,27
05100226;Custo;-4436,82
05100226;Despesa;-793,01
05100226;Resultado Financeiro;313,08
05100226;Provisão/Perda;-505,61
05100226;PPR;-137,83
05100226;IR/CSLL;-354,98
05100227;Receitas;7855,69
05100227;Impostos;-557,27
05100227;Custo;-5642,21
05100227;Despesa;-795,49
05100227;Resultado Financeiro;314,10
05100227;Provisão/Perda;-507,16
05100227;PPR;-139,23
05100227;IR/CSLL;-146,56
05100229;Receitas;8784,73
05100229;Impostos;-623,17
05100229;Custo;-5262,45
05100229;Despesa;-953,23
05100229;Resultado Financeiro;376,33
05100229;Provisão/Perda;-580,17
05100229;PPR;-171,61
05100229;IR/CSLL;-435,56
05100230;Receitas;14802,54
05100230;Impostos;-1050,06
05100230;Custo;-7477,14
05100230;Despesa;-957,24
05100230;Resultado Financeiro;378,03
05100230;Provisão/Perda;-638,08
05100230;PPR;-164,56
05100230;IR/CSLL;-1357,22
05100231;Receitas;8795,28
05100231;Impostos;-623,92
05100231;Custo;-5460,45
05100231;Despesa;-999,33
05100231;Resultado Financeiro;394,65
05100231;Provisão/Perda;-663,38
05100231;PPR;-169,77
05100231;IR/CSLL;-353,09
05100233;Receitas;8594,58
05100233;Impostos;-609,68
05100233;Custo;-5403,54
05100233;Despesa;-1018,61
05100233;Resultado Financeiro;402,19
05100233;Provisão/Perda;-674,85
05100233;PPR;-182,14
05100233;IR/CSLL;-307,29
05100234;Receitas;3975,51
05100234;Impostos;-282,02
05100234;Custo;-5079,45
05100234;Despesa;-1013,76
05100234;Resultado Financeiro;400,43
05100234;Provisão/Perda;-616,83
05100234;PPR;-168,70
05100234;IR/CSLL;0,00
05100235;Receitas;9785,83
05100235;Impostos;-694,19
05100235;Custo;-4726,11
05100235;Despesa;-962,96
05100235;Resultado Financeiro;380,36
05100235;Provisão/Perda;-586,30
05100235;PPR;-157,49
05100235;IR/CSLL;-842,91
05100236;Receitas;4973,79
05100236;Impostos;-352,83
05100236;Custo;-2943,17
05100236;Despesa;-1078,42
05100236;Resultado Financeiro;425,93
05100236;Provisão/Perda;-655,63
05100236;PPR;-178,08
05100236;IR/CSLL;-53,14
05100239;Receitas;6503,71
05100239;Impostos;-461,36
05100239;Custo;-3918,10
05100239;Despesa;-789,65
05100239;Resultado Financeiro;311,90
05100239;Provisão/Perda;-503,82
05100239;PPR;-130,84
05100239;IR/CSLL;-280,64
05100240;Receitas;3882,38
05100240;Impostos;-275,41
05100240;Custo;-2445,97
05100240;Despesa;-965,61
05100240;Resultado Financeiro;381,33
05100240;Provisão/Perda;-587,78
05100240;PPR;-161,00
05100240;IR/CSLL;0,00
05100241;Receitas;3810,85
05100241;Impostos;-270,33
05100241;Custo;-1399,91
05100241;Despesa;-999,94
05100241;Resultado Financeiro;394,97
05100241;Provisão/Perda;-608,53
05100241;PPR;-159,58
05100241;IR/CSLL;-212,88
05100242;Receitas;6143,06
05100242;Impostos;-435,78
05100242;Custo;-3362,40
05100242;Despesa;-955,99
05100242;Resultado Financeiro;377,57
05100242;Provisão/Perda;-582,05
05100242;PPR;-159,15
05100242;IR/CSLL;-284,36
05100243;Receitas;9203,91
05100243;Impostos;-652,91
05100243;Custo;-3865,13
05100243;Despesa;-798,28
05100243;Resultado Financeiro;315,28
05100243;Provisão/Perda;-487,28
05100243;PPR;-131,34
05100243;IR/CSLL;-994,10
05100245;Receitas;8180,31
05100245;Impostos;-580,30
05100245;Custo;-4261,44
05100245;Despesa;-995,37
05100245;Resultado Financeiro;393,09
05100245;Provisão/Perda;-605,67
05100245;PPR;-169,14
05100245;IR/CSLL;-544,02
05100247;Receitas;8078,74
05100247;Impostos;-573,09
05100247;Custo;-3435,78
05100247;Despesa;-1000,02
05100247;Resultado Financeiro;394,96
05100247;Provisão/Perda;-608,52
05100247;PPR;-164,18
05100247;IR/CSLL;-746,66
05100248;Receitas;11081,87
05100248;Impostos;-786,13
05100248;Custo;-5306,35
05100248;Despesa;-955,64
05100248;Resultado Financeiro;377,32
05100248;Provisão/Perda;-581,68
05100248;PPR;-164,12
05100248;IR/CSLL;-1016,57
05100249;Receitas;5512,75
05100249;Impostos;-391,06
05100249;Custo;-2775,38
05100249;Despesa;-895,71
05100249;Resultado Financeiro;353,68
05100249;Provisão/Perda;-567,38
05100249;PPR;-153,17
05100249;IR/CSLL;-300,57
05100250;Receitas;5345,74
05100250;Impostos;-379,22
05100250;Custo;-4538,08
05100250;Despesa;-889,35
05100250;Resultado Financeiro;351,25
05100250;Provisão/Perda;-542,01
05100250;PPR;-143,83
05100250;IR/CSLL;0,00
05100251;Receitas;13777,43
05100251;Impostos;-977,34
05100251;Custo;-6681,83
05100251;Despesa;-882,49
05100251;Resultado Financeiro;348,58
05100251;Provisão/Perda;-559,61
05100251;PPR;-147,65
05100251;IR/CSLL;-1352,67
05100253;Receitas;9464,42
05100253;Impostos;-671,39
05100253;Custo;-4100,99
05100253;Despesa;-904,44
05100253;Resultado Financeiro;357,17
05100253;Provisão/Perda;-1051,02
05100253;PPR;-149,97
05100253;IR/CSLL;-816,46
05100254;Receitas;6300,10
05100254;Impostos;-446,92
05100254;Custo;-3112,07
05100254;Despesa;-908,30
05100254;Resultado Financeiro;358,77
05100254;Provisão/Perda;-575,12
05100254;PPR;-146,86
05100254;IR/CSLL;-407,59
05100256;Receitas;8281,52
05100256;Impostos;-587,47
05100256;Custo;-3124,12
05100256;Despesa;-910,66
05100256;Resultado Financeiro;359,70
05100256;Provisão/Perda;-900,15
05100256;PPR;-147,86
05100256;IR/CSLL;-824,00
05100260;Receitas;10053,84
05100260;Impostos;-713,20
05100260;Custo;-5968,70
05100260;Despesa;-956,90
05100260;Resultado Financeiro;377,97
05100260;Provisão/Perda;-582,66
05100260;PPR;-159,81
05100260;IR/CSLL;-568,72
05100261;Receitas;10024,87
05100261;Impostos;-711,15
05100261;Custo;-5017,20
05100261;Despesa;-953,62
05100261;Resultado Financeiro;376,63
05100261;Provisão/Perda;-580,63
05100261;PPR;-157,80
05100261;IR/CSLL;-826,82
05100262;Receitas;5231,44
05100262;Impostos;-371,11
05100262;Custo;-3148,71
05100262;Despesa;-997,67
05100262;Resultado Financeiro;394,00
05100262;Provisão/Perda;-607,05
05100262;PPR;-169,02
05100262;IR/CSLL;-92,05
05100265;Receitas;9838,18
05100265;Impostos;-697,90
05100265;Custo;-4661,00
05100265;Despesa;-955,93
05100265;Resultado Financeiro;377,58
05100265;Provisão/Perda;-582,08
05100265;PPR;-156,73
05100265;IR/CSLL;-877,02
05100268;Receitas;4497,62
05100268;Impostos;-319,05
05100268;Custo;-2291,66
05100268;Despesa;-927,16
05100268;Resultado Financeiro;366,18
05100268;Provisão/Perda;-586,40
05100268;PPR;-153,11
05100268;IR/CSLL;-162,64
05100270;Receitas;7311,33
05100270;Impostos;-518,65
05100270;Custo;-4536,57
05100270;Despesa;-871,99
05100270;Resultado Financeiro;344,39
05100270;Provisão/Perda;-553,25
05100270;PPR;-147,65
05100270;IR/CSLL;-285,01
05100272;Receitas;13363,41
05100272;Impostos;-947,97
05100272;Custo;-6118,61
05100272;Despesa;-1066,77
05100272;Resultado Financeiro;421,33
05100272;Provisão/Perda;-648,63
05100272;PPR;-176,59
05100272;IR/CSLL;-1338,55
05100275;Receitas;8083,32
05100275;Impostos;-573,41
05100275;Custo;-4210,40
05100275;Despesa;-907,16
05100275;Resultado Financeiro;358,32
05100275;Provisão/Perda;-552,77
05100275;PPR;-148,15
05100275;IR/CSLL;-568,50
05100277;Receitas;11706,99
05100277;Impostos;-830,47
05100277;Custo;-5676,16
05100277;Despesa;-955,99
05100277;Resultado Financeiro;377,57
05100277;Provisão/Perda;-582,05
05100277;PPR;-159,64
05100277;IR/CSLL;-1076,19
05100282;Receitas;7048,03
05100282;Impostos;-499,97
05100282;Custo;-4561,66
05100282;Despesa;-1021,68
05100282;Resultado Financeiro;403,41
05100282;Provisão/Perda;-621,37
05100282;PPR;-176,90
05100282;IR/CSLL;-158,05
05100284;Receitas;7818,46
05100284;Impostos;-554,63
05100284;Custo;-3705,43
05100284;Despesa;-957,76
05100284;Resultado Financeiro;378,31
05100284;Provisão/Perda;-583,18
05100284;PPR;-159,46
05100284;IR/CSLL;-620,25
05100285;Receitas;9391,02
05100285;Impostos;-666,18
05100285;Custo;-4964,54
05100285;Despesa;-807,82
05100285;Resultado Financeiro;318,97
05100285;Provisão/Perda;-514,57
05100285;PPR;-142,52
05100285;IR/CSLL;-725,10
05100287;Receitas;7013,73
05100287;Impostos;-497,54
05100287;Custo;-4483,99
05100287;Despesa;-959,21
05100287;Resultado Financeiro;378,77
05100287;Provisão/Perda;-583,88
05100287;PPR;-170,43
05100287;IR/CSLL;-193,44
05100293;Receitas;8085,57
05100293;Impostos;-573,57
05100293;Custo;-4850,19
05100293;Despesa;-1004,91
05100293;Resultado Financeiro;396,86
05100293;Provisão/Perda;-633,07
05100293;PPR;-168,21
05100293;IR/CSLL;-347,37
05100294;Receitas;7021,57
05100294;Impostos;-498,10
05100294;Custo;-2827,42
05100294;Despesa;-546,16
05100294;Resultado Financeiro;215,73
05100294;Provisão/Perda;-391,15
05100294;PPR;-97,32
05100294;IR/CSLL;-797,98
05100297;Receitas;8048,83
05100297;Impostos;-570,97
05100297;Custo;-3767,26
05100297;Despesa;-956,31
05100297;Resultado Financeiro;377,58
05100297;Provisão/Perda;-582,08
05100297;PPR;-166,04
05100297;IR/CSLL;-661,14
05100298;Receitas;5243,69
05100298;Impostos;-371,98
05100298;Custo;-1750,34
05100298;Despesa;-538,89
05100298;Resultado Financeiro;212,85
05100298;Provisão/Perda;-386,78
05100298;PPR;-95,19
05100298;IR/CSLL;-641,62
05100299;Receitas;6471,14
05100299;Impostos;-459,05
05100299;Custo;-3170,60
05100299;Despesa;-591,29
05100299;Resultado Financeiro;233,48
05100299;Provisão/Perda;-418,16
05100299;PPR;-107,22
05100299;IR/CSLL;-543,14
05100300;Receitas;6975,77
05100300;Impostos;-494,85
05100300;Custo;-3422,24
05100300;Despesa;-1081,02
05100300;Resultado Financeiro;426,92
05100300;Provisão/Perda;-657,14
05100300;PPR;-180,77
05100300;IR/CSLL;-434,52
05100304;Receitas;8978,01
05100304;Impostos;-636,88
05100304;Custo;-4841,76
05100304;Despesa;-985,14
05100304;Resultado Financeiro;389,05
05100304;Provisão/Perda;-599,51
05100304;PPR;-166,54
05100304;IR/CSLL;-592,76
05100305;Receitas;8556,35
05100305;Impostos;-606,97
05100305;Custo;-5968,61
05100305;Despesa;-1114,70
05100305;Resultado Financeiro;440,15
05100305;Provisão/Perda;-698,94
05100305;PPR;-197,73
05100305;IR/CSLL;-113,59
05100306;Receitas;10058,71
05100306;Impostos;-713,55
05100306;Custo;-5612,97
05100306;Despesa;-927,34
05100306;Resultado Financeiro;366,29
05100306;Provisão/Perda;-564,90
05100306;PPR;-153,17
05100306;IR/CSLL;-680,37
05100308;Receitas;12033,87
05100308;Impostos;-853,66
05100308;Custo;-6927,17
05100308;Despesa;-956,12
05100308;Resultado Financeiro;377,62
05100308;Provisão/Perda;-582,13
05100308;PPR;-164,14
05100308;IR/CSLL;-812,16
05100309;Receitas;5404,34
05100309;Impostos;-383,37
05100309;Custo;-5450,79
05100309;Despesa;-878,51
05100309;Resultado Financeiro;346,89
05100309;Provisão/Perda;-535,38
05100309;PPR;-154,71
05100309;IR/CSLL;0,00
05100310;Receitas;10445,00
05100310;Impostos;-740,95
05100310;Custo;-6907,70
05100310;Despesa;-893,52
05100310;Resultado Financeiro;352,93
05100310;Provisão/Perda;-544,57
05100310;PPR;-153,18
05100310;IR/CSLL;-432,12
05100311;Receitas;6992,98
05100311;Impostos;-496,07
05100311;Custo;-3888,18
05100311;Despesa;-825,28
05100311;Resultado Financeiro;325,98
05100311;Provisão/Perda;-525,23
05100311;PPR;-138,80
05100311;IR/CSLL;-400,88
05100312;Receitas;9390,29
05100312;Impostos;-666,13
05100312;Custo;-4694,98
05100312;Despesa;-101,23
05100312;Resultado Financeiro;39,99
05100312;Provisão/Perda;-68,44
05100312;PPR;-26,04
05100312;IR/CSLL;-1074,31
05100314;Receitas;5636,94
05100314;Impostos;-399,87
05100314;Custo;-3829,24
05100314;Despesa;-963,88
05100314;Resultado Financeiro;380,43
05100314;Provisão/Perda;-586,40
05100314;PPR;-177,83
05100314;IR/CSLL;-16,68
05100315;Receitas;14893,61
05100315;Impostos;-1056,52
05100315;Custo;-6608,26
05100315;Despesa;-963,18
05100315;Resultado Financeiro;380,45
05100315;Provisão/Perda;-586,43
05100315;PPR;-161,16
05100315;IR/CSLL;-1635,96
05100316;Receitas;6982,06
05100316;Impostos;-495,29
05100316;Custo;-4257,96
05100316;Despesa;-1001,81
05100316;Resultado Financeiro;395,63
05100316;Provisão/Perda;-609,53
05100316;PPR;-173,45
05100316;IR/CSLL;-232,88
05100318;Receitas;6814,85
05100318;Impostos;-483,43
05100318;Custo;-3560,36
05100318;Despesa;-968,64
05100318;Resultado Financeiro;382,49
05100318;Provisão/Perda;-589,54
05100318;PPR;-166,20
05100318;IR/CSLL;-396,38
05100319;Receitas;6694,79
05100319;Impostos;-474,92
05100319;Custo;-3158,17
05100319;Despesa;-1092,89
05100319;Resultado Financeiro;431,61
05100319;Provisão/Perda;-664,27
05100319;PPR;-183,14
05100319;IR/CSLL;-430,73
05100320;Receitas;11644,39
05100320;Impostos;-826,03
05100320;Custo;-7057,64
05100320;Despesa;-965,45
05100320;Resultado Financeiro;381,34
05100320;Provisão/Perda;-587,80
05100320;PPR;-155,93
05100320;IR/CSLL;-674,76
05100321;Receitas;7104,07
05100321;Impostos;-503,95
05100321;Custo;-2359,25
05100321;Despesa;-774,86
05100321;Resultado Financeiro;306,06
05100321;Provisão/Perda;-473,26
05100321;PPR;-125,21
05100321;IR/CSLL;-880,21
05100322;Receitas;7756,06
05100322;Impostos;-550,20
05100322;Custo;-4545,68
05100322;Despesa;-920,08
05100322;Resultado Financeiro;363,28
05100322;Provisão/Perda;-581,98
05100322;PPR;-160,43
05100322;IR/CSLL;-377,47
05100323;Receitas;6412,18
05100323;Impostos;-454,87
05100323;Custo;-4177,37
05100323;Despesa;-895,40
05100323;Resultado Financeiro;353,60
05100323;Provisão/Perda;-567,26
05100323;PPR;-151,82
05100323;IR/CSLL;-143,97
05100324;Receitas;9938,37
05100324;Impostos;-705,01
05100324;Custo;-5547,81
05100324;Despesa;-915,71
05100324;Resultado Financeiro;361,62
05100324;Provisão/Perda;-557,79
05100324;PPR;-157,97
05100324;IR/CSLL;-670,00
05100326;Receitas;7907,14
05100326;Impostos;-560,92
05100326;Custo;-3482,14
05100326;Despesa;-1000,16
05100326;Resultado Financeiro;395,05
05100326;Provisão/Perda;-608,66
05100326;PPR;-161,92
05100326;IR/CSLL;-690,16
05100327;Receitas;5922,97
05100327;Impostos;-420,16
05100327;Custo;-2782,83
05100327;Despesa;-997,38
05100327;Resultado Financeiro;393,92
05100327;Provisão/Perda;-606,93
05100327;PPR;-164,25
05100327;IR/CSLL;-373,13
05100329;Receitas;6830,34
05100329;Impostos;-484,53
05100329;Custo;-5212,02
05100329;Despesa;-973,91
05100329;Resultado Financeiro;384,58
05100329;Provisão/Perda;-592,71
05100329;PPR;-175,08
05100329;IR/CSLL;0,00
05100332;Receitas;9137,53
05100332;Impostos;-648,20
05100332;Custo;-5279,13
05100332;Despesa;-961,61
05100332;Resultado Financeiro;379,83
05100332;Provisão/Perda;-585,49
05100332;PPR;-159,23
05100332;IR/CSLL;-522,45
05100333;Receitas;9950,36
05100333;Impostos;-705,86
05100333;Custo;-4071,69
05100333;Despesa;-961,61
05100333;Resultado Financeiro;379,83
05100333;Provisão/Perda;-585,49
05100333;PPR;-153,50
05100333;IR/CSLL;-1068,37
05100337;Receitas;6943,54
05100337;Impostos;-492,56
05100337;Custo;-2838,75
05100337;Despesa;-944,76
05100337;Resultado Financeiro;373,17
05100337;Provisão/Perda;-575,36
05100337;PPR;-152,16
05100337;IR/CSLL;-641,55
05100338;Receitas;11489,19
05100338;Impostos;-815,02
05100338;Custo;-6034,60
05100338;Despesa;-946,24
05100338;Resultado Financeiro;373,68
05100338;Provisão/Perda;-576,14
05100338;PPR;-157,09
05100338;IR/CSLL;-924,63
05100339;Receitas;8863,58
05100339;Impostos;-628,77
05100339;Custo;-5153,19
05100339;Despesa;-976,65
05100339;Resultado Financeiro;385,66
05100339;Provisão/Perda;-594,36
05100339;PPR;-168,10
05100339;IR/CSLL;-479,31
05100340;Receitas;8559,11
05100340;Impostos;-607,17
05100340;Custo;-4094,98
05100340;Despesa;-966,36
05100340;Resultado Financeiro;381,63
05100340;Provisão/Perda;-588,23
05100340;PPR;-162,72
05100340;IR/CSLL;-699,28
05100341;Receitas;5540,32
05100341;Impostos;-393,02
05100341;Custo;-2693,09
05100341;Despesa;-960,65
05100341;Resultado Financeiro;379,45
05100341;Provisão/Perda;-584,91
05100341;PPR;-155,17
05100341;IR/CSLL;-314,22
05100346;Provisão/Perda;-750,00
05100346;IR/CSLL;0,00
05100353;Receitas;6373,99
05100353;Impostos;-452,16
05100353;Custo;-2195,07
05100353;Despesa;-593,01
05100353;Resultado Financeiro;234,24
05100353;Provisão/Perda;-419,31
05100353;PPR;-103,29
05100353;IR/CSLL;-789,17
05100355;Receitas;6433,29
05100355;Impostos;-456,37
05100355;Custo;-2629,65
05100355;Despesa;-586,88
05100355;Resultado Financeiro;231,78
05100355;Provisão/Perda;-415,57
05100355;PPR;-107,04
05100355;IR/CSLL;-684,94
05100358;Receitas;9771,49
05100358;Impostos;-693,17
05100358;Custo;-5244,76
05100358;Despesa;-597,01
05100358;Resultado Financeiro;235,74
05100358;Provisão/Perda;-421,60
05100358;PPR;-119,67
05100358;IR/CSLL;-812,92
05100359;Receitas;4439,67
05100359;Impostos;-314,94
05100359;Custo;-1753,19
05100359;Despesa;-1015,66
05100359;Resultado Financeiro;401,06
05100359;Provisão/Perda;-2225,91
05100359;PPR;-171,35
05100359;IR/CSLL;0,00
05100360;Receitas;6262,05
05100360;Impostos;-444,22
05100360;Custo;-3431,24
05100360;Despesa;-1020,64
05100360;Resultado Financeiro;403,14
05100360;Provisão/Perda;-620,96
05100360;PPR;-169,92
05100360;IR/CSLL;-271,31
05100361;Receitas;11386,85
05100361;Impostos;-807,76
05100361;Custo;-5895,45
05100361;Despesa;-602,62
05100361;Resultado Financeiro;238,03
05100361;Provisão/Perda;-425,08
05100361;PPR;-119,15
05100361;IR/CSLL;-1046,95
05100366;Receitas;6503,04
05100366;Impostos;-461,31
05100366;Custo;-2074,37
05100366;Despesa;-962,16
05100366;Resultado Financeiro;380,05
05100366;Provisão/Perda;-2197,48
05100366;PPR;-154,92
05100366;IR/CSLL;-286,46
05100367;Custo;-10,88
05100367;Provisão/Perda;-1611,66
05100367;IR/CSLL;0,00
05100368;Receitas;4805,87
05100368;Impostos;-340,92
05100368;Custo;-1791,14
05100368;Despesa;-833,82
05100368;Resultado Financeiro;329,35
05100368;Provisão/Perda;-2142,02
05100368;PPR;-137,49
05100368;IR/CSLL;0,00
05100370;Receitas;3988,73
05100370;Impostos;-282,95
05100370;Custo;-5137,07
05100370;Despesa;-891,74
05100370;Resultado Financeiro;352,04
05100370;Provisão/Perda;-543,22
05100370;PPR;-161,50
05100370;IR/CSLL;0,00
05100372;Receitas;8412,38
05100372;Impostos;-596,76
05100372;Custo;-4084,53
05100372;Despesa;-931,59
05100372;Resultado Financeiro;367,97
05100372;Provisão/Perda;-589,12
05100372;PPR;-153,00
05100372;IR/CSLL;-672,68
05100373;Receitas;8534,59
05100373;Impostos;-605,43
05100373;Custo;-4875,11
05100373;Despesa;-710,85
05100373;Resultado Financeiro;280,78
05100373;Provisão/Perda;-456,46
05100373;PPR;-123,45
05100373;IR/CSLL;-566,93
05100374;Receitas;11082,42
05100374;Impostos;-786,17
05100374;Custo;-4947,84
05100374;Despesa;-806,83
05100374;Resultado Financeiro;318,69
05100374;Provisão/Perda;-492,47
05100374;PPR;-133,21
05100374;IR/CSLL;-1174,47
05100375;Receitas;10239,26
05100375;Impostos;-726,35
05100375;Custo;-5633,56
05100375;Despesa;-885,93
05100375;Resultado Financeiro;349,90
05100375;Provisão/Perda;-539,95
05100375;PPR;-152,30
05100375;IR/CSLL;-735,27
05100376;Receitas;6346,70
05100376;Impostos;-450,22
05100376;Custo;-3638,06
05100376;Despesa;-792,42
05100376;Resultado Financeiro;312,96
05100376;Provisão/Perda;-483,76
05100376;PPR;-134,18
05100376;IR/CSLL;-322,01
05100377;Receitas;4810,65
05100377;Impostos;-341,26
05100377;Custo;-4537,70
05100377;Despesa;-747,57
05100377;Resultado Financeiro;295,21
05100377;Provisão/Perda;-478,42
05100377;PPR;-131,17
05100377;IR/CSLL;0,00
05100379;Receitas;9718,09
05100379;Impostos;-689,38
05100379;Custo;-4632,46
05100379;Despesa;-833,82
05100379;Resultado Financeiro;329,35
05100379;Provisão/Perda;-508,69
05100379;PPR;-138,82
05100379;IR/CSLL;-899,80
05100380;Receitas;6094,38
05100380;Impostos;-432,32
05100380;Custo;-3376,39
05100380;Despesa;-813,17
05100380;Resultado Financeiro;321,16
05100380;Provisão/Perda;-496,23
05100380;PPR;-134,06
05100380;IR/CSLL;-322,67
05100381;Receitas;7776,42
05100381;Impostos;-551,64
05100381;Custo;-4401,80
05100381;Despesa;-809,27
05100381;Resultado Financeiro;319,66
05100381;Provisão/Perda;-493,94
05100381;PPR;-131,65
05100381;IR/CSLL;-473,65
05100382;Receitas;6509,91
05100382;Impostos;-461,80
05100382;Custo;-3321,51
05100382;Despesa;-917,67
05100382;Resultado Financeiro;362,47
05100382;Provisão/Perda;-559,08
05100382;PPR;-148,35
05100382;IR/CSLL;-406,03
05100383;Receitas;8151,40
05100383;Impostos;-578,24
05100383;Custo;-5346,58
05100383;Despesa;-738,73
05100383;Resultado Financeiro;291,72
05100383;Provisão/Perda;-473,10
05100383;PPR;-128,30
05100383;IR/CSLL;-326,76
05100384;Receitas;8134,59
05100384;Impostos;-577,05
05100384;Custo;-5115,33
05100384;Despesa;-878,08
05100384;Resultado Financeiro;346,76
05100384;Provisão/Perda;-535,18
05100384;PPR;-148,58
05100384;IR/CSLL;-340,35
05100385;Receitas;5245,41
05100385;Impostos;-372,10
05100385;Custo;-7226,51
05100385;Despesa;-1180,99
05100385;Resultado Financeiro;466,44
05100385;Provisão/Perda;-717,27
05100385;PPR;-203,98
05100385;IR/CSLL;0,00
05100387;Receitas;3949,81
05100387;Impostos;-280,19
05100387;Custo;-5242,47
05100387;Despesa;-1210,24
05100387;Resultado Financeiro;478,00
05100387;Provisão/Perda;-734,85
05100387;PPR;-195,70
05100387;IR/CSLL;0,00
05100388;Receitas;7219,77
05100388;Impostos;-512,16
05100388;Custo;-4183,36
05100388;Despesa;-877,89
05100388;Resultado Financeiro;346,76
05100388;Provisão/Perda;-535,18
05100388;PPR;-142,53
05100388;IR/CSLL;-364,83
05100390;Receitas;14843,95
05100390;Impostos;-1053,00
05100390;Custo;-7543,64
05100390;Despesa;-950,03
05100390;Resultado Financeiro;375,22
05100390;Provisão/Perda;-600,15
05100390;PPR;-162,69
05100390;IR/CSLL;-1361,70
05100391;Receitas;6300,61
05100391;Impostos;-446,95
05100391;Custo;-4517,00
05100391;Despesa;-965,58
05100391;Resultado Financeiro;381,39
05100391;Provisão/Perda;-609,54
05100391;PPR;-157,06
05100391;IR/CSLL;0,00
05100392;Receitas;13468,69
05100392;Impostos;-955,44
05100392;Custo;-5990,33
05100392;Despesa;-963,73
05100392;Resultado Financeiro;380,67
05100392;Provisão/Perda;-608,43
05100392;PPR;-159,78
05100392;IR/CSLL;-1434,36
05100393;Receitas;8914,29
05100393;Impostos;-632,36
05100393;Custo;-4884,77
05100393;Despesa;-714,25
05100393;Resultado Financeiro;281,97
05100393;Provisão/Perda;-458,28
05100393;PPR;-130,09
05100393;IR/CSLL;-659,13
05100394;Receitas;7022,22
05100394;Impostos;-498,14
05100394;Custo;-4543,84
05100394;Despesa;-759,42
05100394;Resultado Financeiro;299,93
05100394;Provisão/Perda;-485,59
05100394;PPR;-131,74
05100394;IR/CSLL;-250,56
05100395;Receitas;9038,81
05100395;Impostos;-641,20
05100395;Custo;-5206,98
05100395;Despesa;-950,69
05100395;Resultado Financeiro;375,44
05100395;Provisão/Perda;-600,48
05100395;PPR;-161,08
05100395;IR/CSLL;-514,16
05100396;Receitas;10710,29
05100396;Impostos;-759,77
05100396;Custo;-4912,82
05100396;Despesa;-724,83
05100396;Resultado Financeiro;286,26
05100396;Provisão/Perda;-464,81
05100396;PPR;-126,39
05100396;IR/CSLL;-1111,61
05100397;Receitas;11262,93
05100397;Impostos;-798,97
05100397;Custo;-5651,81
05100397;Despesa;-710,94
05100397;Resultado Financeiro;280,78
05100397;Provisão/Perda;-456,46
05100397;PPR;-125,39
05100397;IR/CSLL;-1053,97
05100398;Receitas;8069,40
05100398;Impostos;-572,43
05100398;Custo;-4858,57
05100398;Despesa;-490,21
05100398;Resultado Financeiro;193,56
05100398;Provisão/Perda;-357,42
05100398;PPR;-102,86
05100398;IR/CSLL;-521,83
05100399;Provisão/Perda;-321,78
05100399;IR/CSLL;0,00
05100400;Custo;-1039,31
05100400;Despesa;-542,21
05100400;Resultado Financeiro;214,09
05100400;Provisão/Perda;-510,15
05100400;PPR;-92,03
05100400;IR/CSLL;0,00
05100403;Receitas;11639,21
05100403;Impostos;-825,66
05100403;Custo;-8148,92
05100403;Despesa;-1045,98
05100403;Resultado Financeiro;413,01
05100403;Provisão/Perda;-635,97
05100403;PPR;-188,43
05100403;IR/CSLL;-334,83
05100404;Receitas;13026,05
05100404;Impostos;-924,04
05100404;Custo;-6311,09
05100404;Despesa;-1045,61
05100404;Resultado Financeiro;413,01
05100404;Provisão/Perda;-635,97
05100404;PPR;-173,04
05100404;IR/CSLL;-1206,29
05100405;Receitas;10743,45
05100405;Impostos;-762,12
05100405;Custo;-5083,47
05100405;Despesa;-1045,60
05100405;Resultado Financeiro;412,93
05100405;Provisão/Perda;-635,85
05100405;PPR;-173,69
05100405;IR/CSLL;-958,43
05100407;Receitas;2112,43
05100407;Impostos;-149,85
05100407;Custo;-3112,91
05100407;Despesa;-1046,82
05100407;Resultado Financeiro;413,45
05100407;Provisão/Perda;-658,31
05100407;PPR;-174,04
05100407;IR/CSLL;0,00
05100408;Receitas;7273,49
05100408;Impostos;-515,97
05100408;Custo;-3774,87
05100408;Despesa;-1045,35
05100408;Resultado Financeiro;412,90
05100408;Provisão/Perda;-657,48
05100408;PPR;-170,55
05100408;IR/CSLL;-422,18
05100409;Receitas;5335,13
